,symbol,recommendation
0,NARI,Strong Sell
0,NAPA,Strong Sell
0,NAOV,Strong Sell
0,NAN,Strong Sell
0,NAMSW,Strong Sell
0,NAMS,Strong Sell
0,NAK,Strong Buy
0,NAII,Strong Buy
0,NAD,Strong Sell
0,NAC,Strong Sell
0,NEO,Strong Sell
0,NEON,Strong Sell
0,MXE,Strong Buy
0,NJR,Buy
0,NL,Strong Buy
0,NKX,Strong Sell
0,NKTX,Strong Sell
0,NKTR,Strong Buy
0,NKSH,Strong Sell
0,NKLA,Strong Buy
0,NKE,Strong Sell
0,NIVF,Strong Sell
0,NLSPW,Strong Buy
0,NIU,Strong Buy
0,NITO,Strong Sell
0,NISN,Strong Buy
0,NIO,Strong Sell
0,NINE,Strong Buy
0,NIM,Strong Sell
0,NIE,Strong Buy
0,NLSP,Strong Sell
0,NLY,Strong Sell
0,NEOV,Strong Buy
0,NMR,Strong Sell
0,NNBR,Strong Sell
0,NN,Strong Buy
0,NMZ,Strong Sell
0,NMTC,Strong Buy
0,NMT,Strong Sell
0,NMS,Strong Sell
0,NMRK,Strong Buy
0,NMM,Strong Buy
0,NMAI,Strong Sell
0,NML,Strong Buy
0,NMIH,Strong Sell
0,NMI,Strong Sell
0,NMHI,Strong Sell
0,NMG,Strong Sell
0,NMFC,Strong Buy
0,NMCO,Strong Sell
0,NICK,Strong Buy
0,NICE,Strong Sell
0,NIC,Strong Sell
0,NEWTL,Strong Sell
0,NFE,Strong Sell
0,NFBK,Strong Sell
0,NEXT,Strong Buy
0,NEXN,Strong Buy
0,NEXI,Strong Sell
0,NEXA,Strong Buy
0,NEWTZ,Buy
0,NEWT,Strong Buy
0,NI,Strong Sell
0,NEWP,Strong Buy
0,NEUE,Strong Sell
0,NEU,Strong Sell
0,NET,Strong Buy
0,NERV,Strong Buy
0,NEPH,Strong Sell
0,NEP,Strong Sell
0,NFG,Strong Sell
0,NFGC,Strong Buy
0,NFJ,Strong Sell
0,NFLX,Strong Buy
0,NHTC,Strong Buy
0,NHS,Strong Buy
0,NHI,Strong Sell
0,NHC,Strong Buy
0,NGVT,Strong Sell
0,NGVC,Strong Sell
0,NGS,Strong Buy
0,NGNE,Strong Sell
0,NGMS,Strong Sell
0,NGM,Strong Sell
0,NGL,Strong Buy
0,NGG,Strong Sell
0,NGD,Strong Buy
0,NG,Strong Buy
0,NFYS,Strong Sell
0,MXF,Strong Buy
0,MXCT,Strong Sell
0,OXLCP,Strong Buy
0,MORF,Strong Sell
0,MPA,Strong Sell
0,MP,Strong Sell
0,MOVE,Strong Buy
0,MOV,Strong Buy
0,MOTS,Strong Buy
0,MOS,Strong Buy
0,MORN,Strong Buy
0,MOR,Strong Sell
0,MPB,Strong Sell
0,MOND,Strong Sell
0,MOMO,Strong Sell
0,MOLN,Strong Sell
0,MOH,Strong Sell
0,MOGU,Strong Sell
0,MOGO,Strong Buy
0,MOFG,Strong Sell
0,MPAA,Strong Sell
0,MPC,Strong Buy
0,MREO,Strong Buy
0,MQT,Strong Sell
0,MRCY,Strong Sell
0,MRCC,Strong Buy
0,MRC,Strong Buy
0,MRBK,Strong Sell
0,MRAM,Strong Sell
0,MRAI,Strong Sell
0,MQY,Strong Buy
0,MQ,Buy
0,MPLN,Strong Buy
0,MPX,Strong Sell
0,MPWR,Strong Sell
0,MPW,Strong Sell
0,MPV,Strong Sell
0,MPU,Strong Sell
0,MPTI,Strong Sell
0,MPLX,Strong Buy
0,MODV,Strong Buy
0,MODN,Strong Sell
0,MODG,Strong Buy
0,MMSI,Strong Sell
0,MNKD,Strong Buy
0,MNDY,Strong Sell
0,MNDO,Strong Buy
0,MMYT,Strong Buy
0,MMV,Strong Sell
0,MMU,Strong Sell
0,MMT,Strong Buy
0,MMS,Strong Sell
0,MODD,Strong Sell
0,MMM,Strong Buy
0,MMLP,Strong Buy
0,MMI,Strong Sell
0,MMD,Strong Sell
0,MMC,Strong Buy
0,MMAT,Strong Sell
0,MLYS,Strong Buy
0,MNMD,Strong Buy
0,MNOV,Strong Buy
0,MNPR,Strong Sell
0,MNRO,Strong Sell
0,MOD,Strong Buy
0,MOBX,Strong Sell
0,MOBBW,Strong Sell
0,MOB,Strong Buy
0,MO,Strong Sell
0,MNYWW,Strong Buy
0,MNY,Strong Buy
0,MNTX,Strong Sell
0,MNTS,Strong Buy
0,MNTN,Strong Buy
0,MNTK,Strong Buy
0,MNST,Strong Sell
0,MNSO,Strong Buy
0,MNSBP,Strong Sell
0,MNSB,Strong Sell
0,MRDB,Strong Buy
0,MRIN,Strong Buy
0,MXC,Strong Buy
0,MTRN,Strong Sell
0,MTZ,Strong Buy
0,MTX,Strong Sell
0,MTW,Strong Sell
0,MTUS,Strong Buy
0,MTTR,Strong Sell
0,MTSI,Strong Buy
0,MTRX,Strong Buy
0,MTR,Strong Buy
0,MUA,Buy
0,MTNB,Strong Sell
0,MTN,Strong Buy
0,MTLS,Strong Sell
0,MTH,Strong Sell
0,MTG,Strong Sell
0,MTEX,Strong Buy
0,MTEM,Strong Sell
0,MU,Strong Buy
0,MUC,Strong Sell
0,MRK,Strong Sell
0,MVF,Strong Sell
0,MX,Strong Sell
0,MWG,Strong Buy
0,MWA,Strong Sell
0,MVT,Strong Sell
0,MVST,Strong Sell
0,MVO,Strong Buy
0,MVIS,Strong Sell
0,MVBF,Strong Sell
0,MUE,Strong Sell
0,MUX,Strong Buy
0,MUSA,Strong Sell
0,MUR,Strong Buy
0,MULN,Strong Sell
0,MUJ,Strong Sell
0,MUI,Strong Sell
0,MUFG,Strong Buy
0,MTEK,Strong Buy
0,MTDR,Strong Buy
0,MTD,Strong Sell
0,MRTN,Strong Sell
0,MSB,Strong Sell
0,MSAI,Strong Buy
0,MSA,Strong Buy
0,MS,Strong Sell
0,MRVL,Strong Buy
0,MRVI,Strong Sell
0,MRUS,Strong Sell
0,MRT,Strong Buy
0,MTCH,Strong Sell
0,MRSN,Strong Sell
0,MRO,Strong Buy
0,MRNS,Strong Sell
0,MRNO,Strong Sell
0,MRNA,Strong Sell
0,MRM,Strong Buy
0,MRKR,Strong Buy
0,MSBI,Strong Sell
0,MSBIP,Strong Buy
0,MSC,Strong Buy
0,MSCI,Strong Sell
0,MTC,Strong Buy
0,MTB,Strong Sell
0,MTAL,Strong Buy
0,MTA,Strong Buy
0,MT,Strong Sell
0,MSTR,Strong Sell
0,MSSA,Sell
0,MSN,Strong Sell
0,MSM,Strong Sell
0,MSI,Strong Buy
0,MSGS,Strong Buy
0,MSGM,Strong Sell
0,MSFT,Strong Buy
0,MSEX,Strong Sell
0,MSD,Strong Sell
0,NNDM,Strong Sell
0,NNI,Strong Sell
0,NNN,Strong Sell
0,OLK,Strong Sell
0,OM,Strong Sell
0,OLPX,Strong Sell
0,OLP,Strong Buy
0,OLO,Strong Sell
0,OLN,Strong Sell
0,OLMA,Strong Sell
0,OLLI,Strong Sell
0,OLED,Strong Sell
0,OMC,Strong Sell
0,OLB,Strong Sell
0,OKYO,Strong Sell
0,OKTA,Strong Sell
0,OKE,Strong Sell
0,OIS,Strong Buy
0,OII,Strong Buy
0,OIA,Strong Sell
0,OMAB,Strong Buy
0,OMCL,Strong Sell
0,ONL,Strong Sell
0,ONB,Strong Sell
0,ONEW,Strong Sell
0,ONDS,Strong Buy
0,ONCY,Strong Buy
0,ONCT,Strong Sell
0,ONCO,Strong Buy
0,ONBPP,Strong Buy
0,ONBPO,Strong Buy
0,ON,Strong Sell
0,OMER,Strong Buy
0,OMQS,Strong Sell
0,OMIC,Strong Sell
0,OMI,Strong Sell
0,OMH,Strong Sell
0,OMGA,Strong Sell
0,OMF,Strong Sell
0,OMEX,Strong Buy
0,OI,Strong Sell
0,OHI,Strong Buy
0,OGS,Strong Sell
0,OCEA,Strong Sell
0,OCS,Strong Sell
0,OCN,Strong Sell
0,OCGN,Strong Buy
0,OCG,Strong Sell
0,OCFT,Strong Sell
0,OCFCP,Strong Buy
0,OCFC,Strong Sell
0,OCCIO,Strong Buy
0,OGN,Strong Sell
0,OCCIN,Strong Buy
0,OCCI,Strong Buy
0,OCC,Strong Buy
0,OCAX,Strong Buy
0,OC,Strong Buy
0,OBT,Strong Sell
0,OBLG,Strong Sell
0,OCSL,Strong Buy
0,OCTO,Strong Buy
0,OCUL,Strong Sell
0,OCUP,Strong Sell
0,OGI,Strong Sell
0,OGEN,Strong Sell
0,OGE,Strong Sell
0,OFSSH,Strong Sell
0,OFS,Strong Sell
0,OFLX,Strong Sell
0,OFIX,Strong Buy
0,OFG,Strong Sell
0,OESX,Strong Buy
0,OEC,Strong Buy
0,ODV,Strong Buy
0,ODP,Strong Sell
0,ODFL,Strong Buy
0,ODC,Strong Sell
0,OCX,Strong Sell
0,ONFO,Strong Sell
0,ONMD,Strong Buy
0,NNOX,Strong Buy
0,OSI,Strong Buy
0,OSW,Strong Sell
0,OSUR,Strong Sell
0,OST,Strong Sell
0,OSS,Strong Buy
0,OSPN,Strong Sell
0,OSK,Strong Buy
0,OSIS,Strong Buy
0,OSG,Strong Buy
0,OTIS,Strong Sell
0,OSCR,Strong Buy
0,OSBC,Strong Sell
0,OSA,Strong Sell
0,ORRF,Strong Sell
0,ORN,Strong Sell
0,ORMP,Strong Sell
0,ORLY,Strong Sell
0,OTEX,Strong Sell
0,OTLK,Strong Sell
0,ONON,Strong Sell
0,OWL,Strong Buy
0,OXLCO,Strong Buy
0,OXLCN,Strong Buy
0,OXLCM,Strong Buy
0,OXLCL,Strong Buy
0,OXLC,Strong Buy
0,OXBR,Strong Sell
0,OWLT,Strong Sell
0,OVV,Strong Buy
0,OTLY,Strong Sell
0,OVLY,Strong Sell
0,OVID,Strong Buy
0,OVBC,Strong Sell
0,OUT,Strong Sell
0,OUST,Strong Buy
0,OTTR,Strong Buy
0,OTRK,Strong Sell
0,ORLA,Strong Buy
0,ORIC,Strong Sell
0,ORI,Strong Buy
0,OPBK,Strong Sell
0,OPINL,Strong Buy
0,OPI,Strong Sell
0,OPHC,Strong Sell
0,OPGN,Strong Buy
0,OPFI,Strong Sell
0,OPEN,Strong Sell
0,OPCH,Strong Sell
0,OPAL,Strong Buy
0,ORGS,Strong Sell
0,OPAD,Strong Sell
0,OP,Strong Sell
0,OOMA,Strong Sell
0,ONYX,Strong Buy
0,ONVO,Strong Sell
0,ONTO,Strong Buy
0,ONTF,Strong Sell
0,OPK,Strong Buy
0,OPOF,Strong Sell
0,OPP,Strong Sell
0,OPRA,Strong Sell
0,ORGO,Strong Buy
0,ORGN,Strong Buy
0,ORCL,Strong Sell
0,ORC,Strong Sell
0,ORAN,Strong Sell
0,ORA,Strong Sell
0,OR,Strong Sell
0,OPY,Strong Sell
0,OPXS,Strong Sell
0,OPTX,Strong Sell
0,OPTT,Strong Sell
0,OPTN,Strong Sell
0,OPT,Strong Sell
0,OPRX,Strong Sell
0,OPRT,Strong Sell
0,OBK,Strong Sell
0,OBIO,Strong Sell
0,OBE,Strong Buy
0,NSP,Strong Sell
0,NTB,Strong Sell
0,NTAP,Strong Sell
0,NSYS,Strong Buy
0,NSTS,Strong Buy
0,NSSC,Strong Buy
0,NSS,Strong Sell
0,NSPR,Strong Buy
0,NSIT,Strong Buy
0,NTCT,Strong Sell
0,NSC,Strong Sell
0,NSA,Strong Sell
0,NS,Strong Sell
0,NRXP,Strong Buy
0,NRUC,Strong Buy
0,NRT,Strong Buy
0,NRSN,Strong Sell
0,NTBL,Strong Sell
0,NTES,Strong Sell
0,OBDC,Strong Buy
0,NTRP,Strong Sell
0,NUE,Strong Buy
0,NU,Strong Buy
0,NTZ,Strong Buy
0,NTWK,Strong Buy
0,NTST,Strong Sell
0,NTRSO,Strong Sell
0,NTRS,Strong Sell
0,NTRB,Strong Buy
0,NTG,Strong Buy
0,NTRA,Strong Buy
0,NTR,Strong Buy
0,NTNX,Strong Buy
0,NTLA,Strong Sell
0,NTIP,Strong Buy
0,NTIC,Strong Sell
0,NTGR,Strong Sell
0,NRP,Strong Sell
0,NRO,Strong Sell
0,NRK,Strong Sell
0,NOM,Strong Sell
0,NOVV,Strong Sell
0,NOVT,Strong Sell
0,NOVA,Strong Sell
0,NOV,Strong Buy
0,NOTV,Strong Sell
0,NOTE,Strong Buy
0,NOMD,Strong Sell
0,NOK,Strong Sell
0,NRIX,Strong Sell
0,NOG,Strong Buy
0,NODK,Strong Buy
0,NOC,Strong Sell
0,NOAH,Strong Buy
0,NOA,Sell
0,NNY,Strong Sell
0,NNVC,Strong Buy
0,NOW,Strong Buy
0,NPAB,Strong Buy
0,NPCE,Strong Buy
0,NPCT,Strong Sell
0,NRIM,Strong Buy
0,NRGV,Strong Sell
0,NRG,Strong Buy
0,NREF,Strong Sell
0,NRDY,Strong Sell
0,NRDS,Strong Sell
0,NRC,Strong Sell
0,NRBO,Strong Sell
0,NR,Strong Buy
0,NQP,Strong Sell
0,NPWR,Strong Sell
0,NPV,Strong Sell
0,NPO,Strong Buy
0,NPK,Strong Buy
0,NPFD,Strong Sell
0,NURO,Strong Sell
0,NUS,Strong Sell
0,NUTX,Strong Sell
0,NXL,Strong Buy
0,NXT,Strong Sell
0,NXST,Strong Sell
0,NXRT,Buy
0,NXPL,Strong Sell
0,NXPI,Strong Sell
0,NXP,Strong Sell
0,NXN,Strong Sell
0,NXJ,Strong Sell
0,NWS,Strong Sell
0,NXGL,Strong Sell
0,NXG,Strong Buy
0,NXE,Strong Buy
0,NXDT,Strong Sell
0,NXC,Strong Sell
0,NX,Strong Buy
0,NWTN,Sell
0,NXTC,Strong Sell
0,NXTP,Strong Sell
0,NXTT,Strong Buy
0,NXU,Strong Sell
0,OB,Strong Buy
0,OAKUU,Strong Buy
0,OABI,Strong Sell
0,O,Strong Sell
0,NZF,Strong Sell
0,NYXH,Strong Sell
0,NYT,Strong Sell
0,NYMTZ,Strong Sell
0,NYMTN,Strong Sell
0,NYMTM,Strong Buy
0,NYMTL,Strong Sell
0,NYMT,Strong Sell
0,NYCB,Strong Sell
0,NYC,Strong Buy
0,NYAX,Strong Buy
0,NWSA,Strong Sell
0,NWPX,Strong Sell
0,NUV,Strong Sell
0,NVDA,Strong Sell
0,NVMI,Strong Buy
0,NVGS,Sell
0,NVG,Strong Sell
0,NVFY,Strong Sell
0,NVEI,Strong Buy
0,NVEE,Strong Sell
0,NVEC,Strong Sell
0,NVCT,Strong Sell
0,NWN,Strong Sell
0,NVCR,Strong Sell
0,NVAX,Strong Sell
0,NUZE,Strong Sell
0,NUWE,Strong Sell
0,NUW,Strong Sell
0,NUVL,Strong Sell
0,NUVB,Strong Sell
0,NVNI,Strong Sell
0,NVNO,Strong Sell
0,NVO,Strong Sell
0,NVOS,Strong Sell
0,NWLI,Strong Sell
0,NWL,Strong Sell
0,NWG,Strong Buy
0,NWFL,Strong Sell
0,NWE,Strong Sell
0,NWBI,Strong Sell
0,NVX,Strong Buy
0,NVVE,Strong Sell
0,NVTS,Strong Sell
0,NVT,Strong Buy
0,NVST,Strong Sell
0,NVS,Strong Buy
0,NVRO,Strong Sell
0,NVRI,Strong Sell
0,NVR,Strong Sell
0,GBR,Strong Buy
0,GMGI,Strong Buy
0,GBLI,Strong Sell
0,BNTC,Strong Buy
0,BOE,Strong Sell
0,BODI,Strong Sell
0,BOCN,Strong Buy
0,BOC,Strong Sell
0,BNZI,Strong Sell
0,BNY,Strong Sell
0,BNTX,Strong Sell
0,BNS,Strong Sell
0,BNGO,Strong Sell
0,BNRG,Strong Buy
0,BNRE,Strong Sell
0,BNR,Strong Sell
0,BNOX,Strong Buy
0,BNL,Strong Sell
0,BNJ,Strong Sell
0,BNIX,Strong Sell
0,BOH,Strong Sell
0,BOKF,Strong Sell
0,BOLT,Strong Sell
0,BON,Strong Buy
0,BPTH,Strong Buy
0,BPT,Strong Buy
0,BPRN,Strong Sell
0,BPOPM,Strong Sell
0,BPOP,Strong Sell
0,BPMC,Strong Sell
0,BP,Strong Buy
0,BOXL,Strong Sell
0,BOX,Strong Sell
0,BOWL,Strong Sell
0,BOTJ,Strong Sell
0,BOSC,Strong Sell
0,BORR,Strong Sell
0,BOOT,Strong Buy
0,BOOM,Strong Sell
0,BNH,Strong Sell
0,BNED,Strong Buy
0,BPYPM,Strong Sell
0,BLK,Strong Sell
0,BLUA,Strong Buy
0,BLTE,Strong Buy
0,BLRX,Strong Sell
0,BLNK,Strong Sell
0,BLND,Strong Sell
0,BLMN,Strong Sell
0,BLKB,Strong Sell
0,BLIN,Strong Buy
0,BNAI,Strong Buy
0,BLFY,Strong Sell
0,BLFS,Strong Sell
0,BLEU,Strong Buy
0,BLE,Strong Sell
0,BLDR,Strong Buy
0,BLDP,Strong Buy
0,BLDE,Strong Buy
0,BLUE,Strong Sell
0,BLW,Strong Sell
0,BLX,Strong Buy
0,BLZE,Strong Buy
0,BN,Strong Sell
0,BMY,Strong Sell
0,BMTX,Strong Buy
0,BMRN,Strong Sell
0,BMRC,Strong Sell
0,BMRA,Strong Sell
0,BMR,Strong Sell
0,BMO,Strong Buy
0,BMN,Strong Buy
0,BMI,Buy
0,BMEZ,Strong Sell
0,BMEA,Strong Sell
0,BME,Strong Sell
0,BMBL,Strong Sell
0,BMA,Strong Buy
0,BPTS,Strong Sell
0,BPYPN,Strong Buy
0,BLCO,Strong Sell
0,BSY,Strong Sell
0,BTCT,Strong Sell
0,BTCS,Strong Sell
0,BTCM,Strong Sell
0,BTBT,Strong Sell
0,BTBD,Strong Sell
0,BTAI,Strong Sell
0,BTA,Strong Sell
0,BSX,Strong Buy
0,BSFC,Strong Sell
0,BSVN,Strong Sell
0,BSTZ,Strong Sell
0,BST,Strong Sell
0,BSRR,Strong Sell
0,BSM,Strong Buy
0,BSL,Strong Sell
0,BSIG,Strong Buy
0,BTCY,Strong Sell
0,BTDR,Strong Buy
0,BTE,Strong Buy
0,BTG,Strong Buy
0,BUSE,Strong Sell
0,BURU,Strong Buy
0,BURL,Strong Sell
0,BUR,Strong Sell
0,BUI,Strong Sell
0,BUD,Strong Sell
0,BTZ,Strong Sell
0,BTU,Strong Sell
0,BTTR,Strong Buy
0,BTT,Strong Sell
0,BTOG,Strong Buy
0,BTO,Strong Sell
0,BTMD,Strong Buy
0,BTM,Strong Sell
0,BTI,Strong Sell
0,BSGM,Strong Sell
0,BSET,Strong Sell
0,BRDG,Strong Sell
0,BRKL,Strong Sell
0,BRKH,Strong Buy
0,BRID,Strong Buy
0,BRFS,Strong Buy
0,BRFH,Strong Sell
0,BREZ,Strong Buy
0,BREA,Strong Buy
0,BRCC,Strong Buy
0,BSBR,Strong Sell
0,BRC,Strong Buy
0,BRBS,Strong Sell
0,BRBR,Strong Sell
0,BRAG,Strong Buy
0,BRAC,Strong Buy
0,BR,Strong Buy
0,BPYPP,Strong Sell
0,BRKR,Strong Sell
0,BRLS,Sell
0,BRLT,Strong Sell
0,BRN,Strong Buy
0,BSBK,Strong Sell
0,BSAC,Strong Sell
0,BRZE,Strong Sell
0,BRY,Strong Buy
0,BRX,Strong Sell
0,BRW,Strong Buy
0,BRTX,Strong Sell
0,BRT,Strong Buy
0,BRSP,Strong Sell
0,BRSH,Strong Sell
0,BRP,Strong Sell
0,BROS,Strong Buy
0,BROG,Strong Sell
0,BRO,Strong Sell
0,BRNS,Strong Buy
0,BLD,Strong Buy
0,BLBX,Strong Buy
0,BVFL,Strong Sell
0,BECN,Strong Buy
0,BENF,Strong Sell
0,BEN,Strong Sell
0,BELFB,Strong Buy
0,BELFA,Strong Buy
0,BEKE,Strong Sell
0,BEEM,Strong Sell
0,BEDU,Strong Sell
0,BEAT,Strong Sell
0,BDJ,Strong Sell
0,BEAM,Strong Sell
0,BE,Strong Buy
0,BDX,Strong Buy
0,BDTX,Strong Buy
0,BDSX,Strong Sell
0,BDRX,Strong Sell
0,BDN,Strong Sell
0,BEP,Strong Sell
0,BEPC,Strong Sell
0,BEPH,Strong Sell
0,BEPI,Buy
0,BFST,Strong Sell
0,BFS,Strong Sell
0,BFRI,Strong Buy
0,BFRG,Strong Buy
0,BFLY,Strong Sell
0,BFK,Strong Sell
0,BFIN,Strong Sell
0,BFI,Strong Sell
0,BFH,Strong Sell
0,BFC,Strong Sell
0,BFAM,Buy
0,BFAC,Strong Buy
0,BETR,Strong Sell
0,BEST,Buy
0,BERY,Strong Sell
0,BDL,Strong Buy
0,BDC,Strong Sell
0,BG,Strong Buy
0,BBW,Strong Sell
0,BCAT,Strong Sell
0,BCAN,Strong Sell
0,BCAL,Strong Sell
0,BCAB,Strong Buy
0,BC,Strong Sell
0,BBY,Strong Sell
0,BBWI,Strong Sell
0,BBVA,Strong Sell
0,BCYC,Strong Sell
0,BBUC,Strong Sell
0,BBU,Strong Sell
0,BBSI,Strong Sell
0,BBN,Strong Sell
0,BBLGW,Strong Sell
0,BBLG,Strong Sell
0,BBIO,Strong Sell
0,BCBP,Strong Sell
0,BCC,Strong Buy
0,BCDA,Strong Sell
0,BCE,Strong Sell
0,BCX,Strong Buy
0,BCV,Strong Sell
0,BCTX,Strong Sell
0,BCSF,Strong Buy
0,BCSAU,Strong Sell
0,BCSA,Strong Buy
0,BCS,Strong Buy
0,BCRX,Strong Sell
0,BCPC,Strong Sell
0,BCOW,Strong Buy
0,BCOV,Strong Sell
0,BCO,Strong Sell
0,BCML,Strong Buy
0,BCLI,Strong Buy
0,BCH,Strong Buy
0,BFZ,Strong Sell
0,BGB,Strong Sell
0,BLBD,Strong Sell
0,BIPC,Strong Sell
0,BIVI,Strong Sell
0,BITF,Strong Sell
0,BITE,Strong Buy
0,BIT,Strong Sell
0,BIRD,Strong Buy
0,BIPI,Strong Buy
0,BIPH,Strong Buy
0,BIP,Strong Sell
0,BIGZ,Strong Sell
0,BIOX,Strong Sell
0,BIOR,Strong Sell
0,BIOL,Strong Sell
0,BIO,Strong Sell
0,BIMI,Strong Sell
0,BILL,Strong Sell
0,BILI,Strong Sell
0,BJ,Strong Buy
0,BJDX,Strong Sell
0,BJRI,Strong Sell
0,BK,Strong Sell
0,BLAC,Strong Buy
0,BL,Strong Sell
0,BKYI,Strong Sell
0,BKU,Strong Sell
0,BKTI,Buy
0,BKT,Strong Sell
0,BKSY,Strong Buy
0,BKR,Strong Buy
0,BKNG,Strong Buy
0,BKN,Strong Sell
0,BKKT,Strong Sell
0,BKH,Strong Sell
0,BKE,Strong Sell
0,BKDT,Strong Buy
0,BKD,Strong Buy
0,BIIB,Strong Sell
0,BIGC,Strong Sell
0,BGC,Strong Buy
0,BGT,Strong Sell
0,BHB,Strong Sell
0,BHAT,Strong Buy
0,BHAC,Strong Buy
0,BH,Strong Buy
0,BGY,Strong Sell
0,BGXX,Strong Buy
0,BGX,Strong Sell
0,BGSF,Strong Sell
0,BIG,Strong Sell
0,BGS,Strong Sell
0,BGR,Strong Buy
0,BGNE,Strong Sell
0,BGLC,Strong Sell
0,BGI,Strong Sell
0,BGH,Strong Buy
0,BGFV,Strong Sell
0,BHC,Strong Buy
0,BHE,Strong Buy
0,BHF,Strong Buy
0,BHFAL,Strong Buy
0,BIDU,Strong Sell
0,BIAF,Strong Buy
0,BHVN,Strong Sell
0,BHV,Strong Buy
0,BHRB,Strong Buy
0,BHR,Strong Buy
0,BHP,Strong Sell
0,BHM,Strong Sell
0,BHLB,Strong Sell
0,BHK,Strong Sell
0,BHIL,Strong Sell
0,BHFAP,Strong Buy
0,BHFAO,Strong Buy
0,BHFAN,Strong Sell
0,BHFAM,Strong Sell
0,BV,Strong Buy
0,BVN,Strong Buy
0,BBDO,Strong Buy
0,CHI,Strong Buy
0,CHMI,Strong Sell
0,CHMG,Strong Sell
0,CHKP,Strong Buy
0,CHKEZ,Strong Buy
0,CHKEW,Strong Buy
0,CHKEL,Strong Buy
0,CHK,Strong Buy
0,CHH,Strong Sell
0,CHCI,Strong Buy
0,CHGG,Strong Sell
0,CHEK,Strong Sell
0,CHEF,Strong Sell
0,CHE,Strong Sell
0,CHDN,Strong Sell
0,CHD,Strong Sell
0,CHCT,Strong Sell
0,CHN,Strong Buy
0,CHNR,Strong Sell
0,CHPT,Strong Sell
0,CHR,Strong Buy
0,CHX,Strong Buy
0,CHWY,Strong Buy
0,CHW,Strong Buy
0,CHUY,Strong Sell
0,CHTR,Strong Sell
0,CHT,Strong Sell
0,CHSN,Strong Buy
0,CHSCP,Strong Sell
0,CHSCO,Strong Buy
0,CHSCN,Strong Sell
0,CHSCM,Strong Sell
0,CHSCL,Sell
0,CHRW,Strong Sell
0,CHRS,Strong Buy
0,CHRD,Strong Buy
0,CHCO,Strong Sell
0,CHAA,Strong Sell
0,CI,Strong Sell
0,CERT,Strong Buy
0,CFB,Strong Sell
0,CF,Strong Buy
0,CEVA,Strong Sell
0,CEV,Sell
0,CETY,Strong Buy
0,CETX,Strong Sell
0,CET,Strong Sell
0,CERS,Strong Buy
0,CGTX,Strong Buy
0,CERO,Strong Sell
0,CERE,Strong Sell
0,CEPU,Strong Buy
0,CENX,Strong Buy
0,CENTA,Strong Sell
0,CENT,Strong Sell
0,CENN,Strong Buy
0,CFBK,Strong Sell
0,CFFI,Strong Sell
0,CFFN,Strong Sell
0,CFFS,Strong Sell
0,CGO,Strong Sell
0,CGNX,Strong Sell
0,GBIO,Strong Sell
0,CGEN,Strong Sell
0,CGEM,Strong Sell
0,CGC,Strong Buy
0,CGBD,Strong Buy
0,CGAU,Strong Buy
0,CGABL,Strong Sell
0,CGA,Strong Buy
0,CG,Strong Buy
0,CFSB,Strong Buy
0,CFR,Strong Sell
0,CFLT,Strong Sell
0,CFG,Strong Sell
0,CHY,Strong Sell
0,CIA,Strong Buy
0,CELZ,Strong Buy
0,CLPT,Strong Sell
0,CLST,Strong Buy
0,CLSK,Strong Sell
0,CLSD,Strong Sell
0,CLS,Strong Buy
0,CLRO,Strong Sell
0,CLRC,Strong Buy
0,CLRB,Strong Sell
0,CLPS,Strong Sell
0,CLLS,Strong Sell
0,CLPR,Strong Sell
0,CLOV,Strong Sell
0,CLOE,Strong Buy
0,CLNN,Strong Sell
0,CLNE,Strong Sell
0,CLMT,Strong Buy
0,CLMB,Strong Sell
0,CLVR,Strong Buy
0,CLVRW,Strong Buy
0,CLVT,Strong Sell
0,CLW,Strong Sell
0,CMG,Strong Buy
0,CME,Strong Sell
0,CMCT,Strong Sell
0,CMCSA,Strong Sell
0,CMCO,Strong Sell
